Index,car & license plates img,license plates in txt,vehicle type,vehicle model & other info
4458,"['https://img03.platesmania.com/180629/m/11531483.jpg', 'https://img03.platesmania.com/180629/inf/11531483ed901a.png']",75 S 798 JA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4459,"['https://img03.platesmania.com/180627/m/11523778.jpg', 'https://img03.platesmania.com/180627/inf/11523778c65ef1.png']",80 M 247 MA,MAN TGS,"['1st gen, 2007–2020', 'Самарская область']"
4460,"['https://img03.platesmania.com/180624/m/11510902.jpg', 'https://img03.platesmania.com/180624/inf/11510902a473a2.png']",75 N 776 FA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4461,"['https://img03.platesmania.com/180622/m/11502925.jpg', 'https://img03.platesmania.com/180622/inf/11502925d154f9.png']",90 N 195 KA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4462,"['https://img03.platesmania.com/180621/m/11498173.jpg', 'https://img03.platesmania.com/180621/inf/114981734af79e.png']",10 K 185 FA,Volvo FH,"['1st gen, 1993–2002', 'Самарская область']"
4463,"['https://img03.platesmania.com/180621/m/11497475.jpg', 'https://img03.platesmania.com/180621/inf/1149747546b427.png']",01 H 321 ZA,MAN TGS,"['1st gen, 2007–2020', 'Самарская область']"
4464,"['https://img03.platesmania.com/180618/m/11486022.jpg', 'https://img03.platesmania.com/180618/inf/1148602275aa43.png']",40 T 981 MA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4465,"['https://img03.platesmania.com/180616/m/11478866.jpg', 'https://img03.platesmania.com/180616/inf/11478866d920ee.png']",50 E 407 KA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Самарская область']"
4466,"['https://img03.platesmania.com/180615/m/11473855.jpg', 'https://img03.platesmania.com/180615/inf/1147385545be43.png']",30 T 116 MA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Самарская область']"
4467,"['https://img03.platesmania.com/180615/m/11473527.jpg', 'https://img03.platesmania.com/180615/inf/11473527b02e37.png']",01 C 706 ZA,MAN TGS,"['1st gen, 2007–2020', 'Самарская область']"
4468,"['https://img03.platesmania.com/180613/m/11465606.jpg', 'https://img03.platesmania.com/180613/inf/11465606f1de04.png']",30 U 301 MA,Daewoo Nexia,"['1st gen facelift, 2008-2016', 'Самарская область']"
4469,"['https://img03.platesmania.com/180609/m/11446379.jpg', 'https://img03.platesmania.com/180609/inf/11446379dc15c5.png']",60 P 502 LA,Mercedes-Benz Atego,['Самарская область']
4470,"['https://img03.platesmania.com/180607/m/11435280.jpg', 'https://img03.platesmania.com/180607/inf/11435280a85bab.png']",70 S 505 LA,Volvo FH,"['1st gen, 1993–2002', 'Самарская область']"
4471,"['https://img03.platesmania.com/180605/m/11428168.jpg', 'https://img03.platesmania.com/180605/inf/11428168abeaf8.png']",40 X 128 KA,Chevrolet Spark,['Самарская область']
4472,"['https://img03.platesmania.com/180603/m/11419703.jpg', 'https://img03.platesmania.com/180603/inf/1141970378d41c.png']",90 M 503 HA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4473,"['https://img03.platesmania.com/180602/m/11414272.jpg', 'https://img03.platesmania.com/180602/inf/11414272b51124.png']",90 Q 776 KA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', 'Самарская область']"
4474,"['https://img03.platesmania.com/180601/m/11411114.jpg', 'https://img03.platesmania.com/180601/inf/114111147dccb7.png']",90 G 572 GA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4475,"['https://img03.platesmania.com/180529/m/11396453.jpg', 'https://img03.platesmania.com/180529/inf/11396453bd0b38.png']",90 Q 299 KA,SsangYong Istana,['Самарская область']
4476,"['https://img03.platesmania.com/180526/m/11379550.jpg', 'https://img03.platesmania.com/180526/inf/1137955089c2e7.png']",90 O 126 KA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4477,"['https://img03.platesmania.com/180523/m/11370051.jpg', 'https://img03.platesmania.com/180523/inf/113700510bb179.png']",50 K 393 GA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Самарская область']"
4478,"['https://img03.platesmania.com/180521/m/11361899.jpg', 'https://img03.platesmania.com/180521/inf/11361899809c12.png']",90 X 616 GA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4479,"['https://img03.platesmania.com/180521/m/11361329.jpg', 'https://img03.platesmania.com/180521/inf/11361329f865be.png']",80 H 833 LA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Самарская область']"
4480,"['https://img03.platesmania.com/180520/m/11353590.jpg', 'https://img03.platesmania.com/180520/inf/1135359025cf81.png']",80 Y 112 KA,Chevrolet Lacetti,['Самарская область']
4481,"['https://img03.platesmania.com/180517/m/11342946.jpg', 'https://img03.platesmania.com/180517/inf/11342946afed2f.png']",90 N 067 KA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', 'Самарская область']"
4482,"['https://img03.platesmania.com/180516/m/11340042.jpg', 'https://img03.platesmania.com/180516/inf/11340042cde4a7.png']",95 K 282 GA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', 'Самарская область']"
4483,"['https://img03.platesmania.com/180515/m/11336103.jpg', 'https://img03.platesmania.com/180515/inf/11336103082288.png']",90 L 789 KA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', 'Самарская область']"
4484,"['https://img03.platesmania.com/180515/m/11335840.jpg', 'https://img03.platesmania.com/180515/inf/113358401f14df.png']",90 U 197 HA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4485,"['https://img03.platesmania.com/180514/m/11330683.jpg', 'https://img03.platesmania.com/180514/inf/113306837eaed6.png']",95 H 571 GA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4486,"['https://img03.platesmania.com/180513/m/11326914.jpg', 'https://img03.platesmania.com/180513/inf/1132691461b044.png']",01 L 696 BB,Mercedes-Benz Actros,['Самарская область']
4487,"['https://img03.platesmania.com/180512/m/11322445.jpg', 'https://img03.platesmania.com/180512/inf/11322445b61fca.png']",30 W 390 OA,DAF XF,['Самарская область']
4488,"['https://img03.platesmania.com/180509/m/11307558.jpg', 'https://img03.platesmania.com/180509/inf/11307558fb6f06.png']",90 J 097 KA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Самарская область']"
4489,"['https://img03.platesmania.com/180508/m/11304348.jpg', 'https://img03.platesmania.com/180508/inf/11304348bb61d5.png']",95 Y 673 FA,Daewoo Nexia,"['1st gen, 1994-2008', 'Самарская область']"
4490,"['https://img03.platesmania.com/180508/m/11302011.jpg', 'https://img03.platesmania.com/180508/inf/11302011d3d0b8.png']",90 C 575 JA,Chevrolet Lacetti,['Самарская область']
4491,"['https://img03.platesmania.com/180504/m/11283453.jpg', 'https://img03.platesmania.com/180504/inf/11283453ea457d.png']",60 C 160 MA,Chevrolet Lacetti,['Самарская область']
4492,"['https://img03.platesmania.com/180502/m/11277831.jpg', 'https://img03.platesmania.com/180502/inf/11277831432731.png']",90 W 557 FA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'г.Самара']"
4493,"['https://img03.platesmania.com/180430/m/11269443.jpg', 'https://img03.platesmania.com/180430/inf/11269443f7f160.png']",90 P 766 KA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4494,"['https://img03.platesmania.com/180429/m/11264380.jpg', 'https://img03.platesmania.com/180429/inf/1126438088c301.png']",50 Q 819 GA,DAF XF,['Самарская область']
4495,"['https://img03.platesmania.com/180428/m/11261091.jpg', 'https://img03.platesmania.com/180428/inf/11261091d5410b.png']",90 Z 395 HA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4496,"['https://img03.platesmania.com/180428/m/11258588.jpg', 'https://img03.platesmania.com/180428/inf/11258588b3c87b.png']",90 R 755 KA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4497,"['https://img03.platesmania.com/180428/m/11258041.jpg', 'https://img03.platesmania.com/180428/inf/11258041aa1540.png']",80 Z 989 LA,MAN TGS,"['1st gen, 2007–2020', 'Самарская область']"
4498,"['https://img03.platesmania.com/180428/m/11257671.jpg', 'https://img03.platesmania.com/180428/inf/11257671e9d9e2.png']",90 G 754 KA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', 'Самарская область']"
4499,"['https://img03.platesmania.com/180428/m/11257654.jpg', 'https://img03.platesmania.com/180428/inf/112576548c92d1.png']",75 O 674 GA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Самарская область']"
4500,"['https://img03.platesmania.com/180427/m/11256510.jpg', 'https://img03.platesmania.com/180427/inf/11256510330819.png']",75 J 072 JA,Daewoo Nexia,"['1st gen, 1994-2008', 'Самарская область']"
4501,"['https://img03.platesmania.com/180426/m/11251104.jpg', 'https://img03.platesmania.com/180426/inf/1125110442724b.png']",60 L 235 MA,Chevrolet Lacetti,['Самарская область']
4502,"['https://img03.platesmania.com/180425/m/11248047.jpg', 'https://img03.platesmania.com/180425/inf/1124804784063f.png']",30 E 277 QA,Chevrolet Captiva,"['1st gen (C100), 2006–2011', 'Самарская область']"
4503,"['https://img03.platesmania.com/180424/m/11242042.jpg', 'https://img03.platesmania.com/180424/inf/11242042fb06a2.png']",50 G 150 LA,Chevrolet Captiva,['Самарская область']
4504,"['https://img03.platesmania.com/180423/m/11238829.jpg', 'https://img03.platesmania.com/180423/inf/11238829484d31.png']",75 O 955 DA,Daewoo Nexia,"['1st gen, 1994-2008', 'Самарская область']"
4505,"['https://img03.platesmania.com/180422/m/11234907.jpg', 'https://img03.platesmania.com/180422/inf/1123490773ed6f.png']",50 A 751 NA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Самарская область']"
4506,"['https://img03.platesmania.com/180420/m/11226381.jpg', 'https://img03.platesmania.com/180420/inf/11226381341114.png']",75 N 969 GA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Самарская область']"
4507,"['https://img03.platesmania.com/180420/m/11225366.jpg', 'https://img03.platesmania.com/180420/inf/11225366019e29.png']",50 H 167 KA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Самарская область']"
4508,"['https://img03.platesmania.com/180419/m/11221741.jpg', 'https://img03.platesmania.com/180419/inf/112217411f707d.png']",75 V 975 AA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Самарская область']"
4509,"['https://img03.platesmania.com/180418/m/11218313.jpg', 'https://img03.platesmania.com/180418/inf/11218313db5729.png']",30 K 159 QA,Hyundai Starex,"['Самарская область, Россия']"
4510,"['https://img03.platesmania.com/180418/m/11217577.jpg', 'https://img03.platesmania.com/180418/inf/11217577857201.png']",75 T 705 JA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4511,"['https://img03.platesmania.com/180416/m/11210367.jpg', 'https://img03.platesmania.com/180416/inf/112103672b25c0.png']",40 J 860 QA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', 'Самарская область']"
4512,"['https://img03.platesmania.com/180413/m/11197243.jpg', 'https://img03.platesmania.com/180413/inf/11197243f079ec.png']",90 N 831 HA,DAF XF,['Самарская область']
4513,"['https://img03.platesmania.com/180412/m/11192853.jpg', 'https://img03.platesmania.com/180412/inf/1119285354f451.png']",75 E 898 AA,Daewoo Nexia,"['1st gen facelift, 2008-2016', 'Самарская область']"
4514,"['https://img03.platesmania.com/180410/m/11186145.jpg', 'https://img03.platesmania.com/180410/inf/111861457ac179.png']",50 X 902 DA,Chevrolet Lacetti,['Самарская область']
4515,"['https://img03.platesmania.com/180409/m/11181561.jpg', 'https://img03.platesmania.com/180409/inf/11181561121bd6.png']",50 L 647 DA,Chevrolet Lacetti,['Самарская область']
4516,"['https://img03.platesmania.com/180409/m/11179860.jpg', 'https://img03.platesmania.com/180409/inf/111798608e91dc.png']",70 M 989 HA,Daewoo Nexia,"['1st gen, 1994-2008', 'Самарская область']"
4517,"['https://img03.platesmania.com/180409/m/11179112.jpg', 'https://img03.platesmania.com/180409/inf/11179112659b90.png']",75 R 245 HA,Daewoo Nexia,"['1st gen, 1994-2008', 'Самарская область']"
4518,"['https://img03.platesmania.com/180407/m/11171903.jpg', 'https://img03.platesmania.com/180407/inf/11171903634d79.png']",75 M 464 HA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4519,"['https://img03.platesmania.com/180405/m/11165145.jpg', 'https://img03.platesmania.com/180405/inf/11165145b4a111.png']",40 Q 949 HA,DAF XF,['Самарская область']
4520,"['https://img03.platesmania.com/180405/m/11164190.jpg', 'https://img03.platesmania.com/180405/inf/1116419076bc05.png']",95 A 445 GA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4521,"['https://img03.platesmania.com/180225/m/11015010.jpg', 'https://img03.platesmania.com/180225/inf/1101501078c61f.png']",80 O 808 LA,MAN TGS,"['1st gen, 2007–2020', 'Самарская область']"
4522,"['https://img03.platesmania.com/180224/m/11011336.jpg', 'https://img03.platesmania.com/180224/inf/110113367de020.png']",90 L 190 KA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4523,"['https://img03.platesmania.com/180223/m/11008951.jpg', 'https://img03.platesmania.com/180223/inf/11008951521adc.png']",95 H 313 GA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', 'Самарская область']"
4524,"['https://img03.platesmania.com/180222/m/11007029.jpg', 'https://img03.platesmania.com/180222/inf/1100702918cbb2.png']",90 K 769 KA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', 'Самарская область']"
4525,"['https://img03.platesmania.com/180212/m/10972585.jpg', 'https://img03.platesmania.com/180212/inf/109725854f8fc7.png']",60 E 817 JA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Самарская область']"
4526,"['https://img03.platesmania.com/180126/m/10916387.jpg', 'https://img03.platesmania.com/180126/inf/10916387815d3a.png']",90 W 330 GA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4527,"['https://img03.platesmania.com/180125/m/10912686.jpg', 'https://img03.platesmania.com/180125/inf/1091268678b4ff.png']",01 Y 779 QA,Chevrolet Captiva,['Самарская область']
4528,"['https://img03.platesmania.com/180124/m/10907753.jpg', 'https://img03.platesmania.com/180124/inf/10907753ed08a3.png']",50 R 846 HA,Volvo FH,"['2nd gen, 2002–2008', 'Самарская область']"
4529,"['https://img03.platesmania.com/180116/m/10881726.jpg', 'https://img03.platesmania.com/180116/inf/10881726f5e0e2.png']",95 Y 740 FA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4530,"['https://img03.platesmania.com/180115/m/10878697.jpg', 'https://img03.platesmania.com/180115/inf/1087869789e20d.png']",75 S 250 GA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4531,"['https://img03.platesmania.com/180109/m/10857800.jpg', 'https://img03.platesmania.com/180109/inf/10857800732ac8.png']",90 U 740 HA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4532,"['https://img03.platesmania.com/180107/m/10850661.jpg', 'https://img03.platesmania.com/180107/inf/10850661fd2822.png']",50 P 606 FA,Volvo FH,"['2nd gen, 2002–2008', 'Самарская область']"
4533,"['https://img03.platesmania.com/180106/m/10844536.jpg', 'https://img03.platesmania.com/180106/inf/10844536643cd7.png']",80 W 986 KA,Daewoo Nexia,"['1st gen facelift, 2008-2016', 'Самарская область']"
4534,"['https://img03.platesmania.com/180106/m/10843226.jpg', 'https://img03.platesmania.com/180106/inf/108432263f79f8.png']",90 M 255 JA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4535,"['https://img03.platesmania.com/180105/m/10839202.jpg', 'https://img03.platesmania.com/180105/inf/10839202869341.png']",90 U 304 GA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4536,"['https://img03.platesmania.com/180104/m/10834997.jpg', 'https://img03.platesmania.com/180104/inf/10834997ea97f5.png']",70 E 430 HA,Daewoo Nexia,"['1st gen, 1994-2008', 'Самарская область']"
4537,"['https://img03.platesmania.com/180101/m/10824260.jpg', 'https://img03.platesmania.com/180101/inf/10824260ae682a.png']",80 H 820 JA,Ford Transit,['Самарская область']
4538,"['https://img03.platesmania.com/171230/m/10820499.jpg', 'https://img03.platesmania.com/171230/inf/1082049987efcb.png']",60 P 660 DA,DAF XF,"['2nd gen (XF95), 2002–2006', 'Самарская область']"
4539,"['https://img03.platesmania.com/171229/m/10817013.jpg', 'https://img03.platesmania.com/171229/inf/1081701344b5c9.png']",90 V 151 DA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4540,"['https://img03.platesmania.com/171228/m/10813684.jpg', 'https://img03.platesmania.com/171228/inf/1081368421178f.png']",90 O 601 FA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4541,"['https://img03.platesmania.com/171227/m/10810088.jpg', 'https://img03.platesmania.com/171227/inf/10810088991461.png']",50 G 501 HA,Mercedes-Benz Actros,['Самарская область']
4542,"['https://img03.platesmania.com/171226/m/10805039.jpg', 'https://img03.platesmania.com/171226/inf/10805039751a62.png']",50 E 025 EA,Volvo FH,"['2nd gen, 2002–2008', 'Самарская область']"
4543,"['https://img03.platesmania.com/171225/m/10803082.jpg', 'https://img03.platesmania.com/171225/inf/1080308226b6d5.png']",40 C 110 EA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Самарская область']"
4544,"['https://img03.platesmania.com/171224/m/10798334.jpg', 'https://img03.platesmania.com/171224/inf/107983343dc044.png']",75 E 185 HA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', 'Самарская область']"
4545,"['https://img03.platesmania.com/210919/m/17578887.jpg', 'https://img03.platesmania.com/210919/inf/175788876cb589.png']",01 K 647 PA,Volvo 340-series,"['Tashkent, UZ, 18.08.2020']"
4546,"['https://img03.platesmania.com/210919/m/17578825.jpg', 'https://img03.platesmania.com/210919/inf/17578825df907b.png']",01 K 647 PA,Volvo 340-series,"['Tashkent, UZ, 18.08.2020']"
4547,"['https://img03.platesmania.com/210915/m/17548343.jpg', 'https://img03.platesmania.com/210915/inf/17548343add71d.png']",01 W 461 DA,ZAZ 1102,"['1102 Таврия (Tavria) Hatch, 1987–2007', 'Tashkent, UZ, 19.07.2020']"
4548,"['https://img03.platesmania.com/210912/m/17520834.jpg', 'https://img03.platesmania.com/210912/inf/1752083419a046.png']",01 N 193 PB,Volkswagen Bora,"['4th gen e-Bora (CN-market), 2019–', 'Tashkent, UZ, 3.09.2021 Первое фото в Уз-галерее и третье на сайте!']"
4549,"['https://img03.platesmania.com/210905/m/17471841.jpg', 'https://img03.platesmania.com/210905/inf/174718416c66d1.png']",01 X 797 XA,Lamborghini Gallardo,"['1st gen, 2003–2008', 'Tashkent, UZ, 3.09.2021 Первая Ламба в Уз-галерее!!! / First Lamborghini in the UZ gallery!!!']"
4550,"['https://img03.platesmania.com/210819/m/17349278.jpg', 'https://img03.platesmania.com/210819/inf/17349278b53ff2.png']",01 G 059 QA,ZAZ 966/968,"['968М, 1979–1994', 'Tashkent, UZ, 10.08.2021']"
4551,"['https://img03.platesmania.com/210616/m/16930382.jpg', 'https://img03.platesmania.com/210616/inf/16930382531435.png']",01 U 054 EB,Mercedes-Benz E-Klasse,"['1st gen Sedan (W124), 1984\xad–1995', 'Tashkent, UZ, 3.08.2020']"
4552,"['https://img03.platesmania.com/210603/m/16850653.jpg', 'https://img03.platesmania.com/210603/inf/16850653ec3230.png']",10 Z 970 GA,Renault 21,"['Tashkent, UZ, 10.07.2020']"
4553,"['https://img03.platesmania.com/210313/m/16337393.jpg', 'https://img03.platesmania.com/210313/inf/16337393ca00b2.png']",10 A 476 HA,Izh Москвич-412 (Moskvitch-412),"['412ИЭ-028, 1982–1999', 'Tashkent, UZ, 1.03.2019']"
4554,"['https://img03.platesmania.com/210307/m/16304474.jpg', 'https://img03.platesmania.com/210307/inf/16304474e338e3.png']",01 C 768 CA,GAZ 66,"['66 (1964-1999)', 'Tashkent, UZ, 9.01.2021']"
4555,"['https://img03.platesmania.com/210305/m/16291189.jpg', 'https://img03.platesmania.com/210305/inf/16291189795137.png']",01 B 517 KA,Volkswagen Passat,"['2nd gen Variant (B2; 32B), 1981–1988', 'Tashkent, UZ, 1.03.2021']"
4556,"['https://img03.platesmania.com/210304/m/16285898.jpg', 'https://img03.platesmania.com/210304/inf/162858980e29d7.png']",01 P 593 FA,Moskvich (AZLK) 2138/2140,"['2138/2140, 1976–1988', 'Tashkent, UZ, 27.01.2021']"
4557,"['https://img03.platesmania.com/210301/m/16268196.jpg', 'https://img03.platesmania.com/210301/inf/16268196cce7db.png']",01 V 809 FA,Mitsubishi Lancer,"['3rd gen, C10/C30, 1983-1988  (Wagon to 1992)', 'Tashkent, UZ, 17.06.2020 #COVID-19 #pass #пропуск ']"
4558,"['https://img03.platesmania.com/210228/m/16262692.jpg', 'https://img03.platesmania.com/210228/inf/16262692dee477.png']",01 V 809 FA,Mitsubishi Lancer,"['3rd gen, C10/C30, 1983-1988  (Wagon to 1992)', 'Tashkent, UZ, 17.06.2020']"
4559,"['https://img03.platesmania.com/210225/m/16244530.jpg', 'https://img03.platesmania.com/210225/inf/162445309105b3.png']",01 U 707 JA,Mercedes-Benz S-Klasse,"['7th gen (V221/W221), 2005–2013', 'Tashkent, UZ, 14.03.2020']"
4560,"['https://img03.platesmania.com/210224/m/16239509.jpg', 'https://img03.platesmania.com/210224/inf/162395098dafe1.png']",01 N 493 FB,ZIL 131,"['Tashkent, UZ, 16.10.2019']"
4561,"['https://img03.platesmania.com/210221/m/16222113.jpg', 'https://img03.platesmania.com/210221/inf/16222113b2beda.png']",01 Q 516 AA,GAZ 24 Волга,"['24(-01/07) Sedan, 1969–1985', 'Tashkent, UZ, 5.10.2019']"
4562,"['https://img03.platesmania.com/210209/m/16158704.jpg', 'https://img03.platesmania.com/210209/inf/16158704681f5e.png']",01 C 911 CA,Lexus GS,"['Tashkent, UZ, 21.07.2019']"
4563,"['https://img03.platesmania.com/210206/m/16140406.jpg', 'https://img03.platesmania.com/210206/inf/161404063f83bc.png']",01 Q 996 GB,Lada (VAZ) 2101,"['21011/21013 (1974–1988)', 'Tashkent, UZ, 3.08.2020']"
4564,"['https://img03.platesmania.com/210205/m/16135214.jpg', 'https://img03.platesmania.com/210205/inf/16135214837373.png']",40 E 330 FA,Mercedes-Benz E-Klasse,"['1st gen Sedan (W124), 1984\xad–1995', 'Tashkent, UZ, 8.11.2019']"
4565,"['https://img03.platesmania.com/210126/m/16086097.jpg', 'https://img03.platesmania.com/210126/inf/16086097e0e1ab.png']",01 Y 131 CA,BMW 3 Series,"['3rd gen Sedan (E36), 1990–1998', 'Tashkent, UZ, 18.07.2019']"
4566,"['https://img03.platesmania.com/210124/m/16073964.jpg', 'https://img03.platesmania.com/210124/inf/16073964466332.png']",01 K 212 AB,Mercedes-Benz E-Klasse,"['4th gen Cabriolet (A207), 2010–2012', ' Tashkent, UZ, 28.04.2019 After   #BrakeLightDay ']"
4567,"['https://img03.platesmania.com/210117/m/16041408.jpg', 'https://img03.platesmania.com/210117/inf/16041408bd48cc.png']",01 O 898 QA,Ford Probe,"['2nd gen, 1992-1997', 'Tashkent, UZ, 23.06.2019 #USACarsDay3 ']"
4568,"['https://img03.platesmania.com/210116/m/16034922.jpg', 'https://img03.platesmania.com/210116/inf/1603492201e28e.png']",01 M 172 FB,Chevrolet Spark,"['Tashkent, UZ, 1.11.2019 #PlatesWithMDay ']"
4569,"['https://img03.platesmania.com/210115/m/16029107.jpg', 'https://img03.platesmania.com/210115/inf/16029107df83c0.png']",40 A 043 SA,MAN TGX,"['1st gen (Phase 1,2,3), 2007–2020', 'Tashkent, UZ, 11.10.2019']"
4570,"['https://img03.platesmania.com/210112/m/16015455.jpg', 'https://img03.platesmania.com/210112/inf/16015455942da1.png']",01 S 661 EA,Lada (VAZ) 2112,"['Tashkent, UZ, 15.04.2020']"
4571,"['https://img03.platesmania.com/210102/m/15965783.jpg', 'https://img03.platesmania.com/210102/inf/1596578334dc69.png']",01 M 579 FB,Chevrolet Lacetti,"['Tashkent, UZ, 2.09.2019']"
4572,"['https://img03.platesmania.com/210101/m/15960718.jpg', 'https://img03.platesmania.com/210101/inf/15960718f2ee5a.png']",01 L 211 UA,Mercedes-Benz C-Klasse,"['4th gen Sedan (W205), 2014–2021', 'Tashkent, UZ, 30.12.2017 #PlatesWith21day ']"
4573,"['https://img03.platesmania.com/201230/m/15951146.jpg', 'https://img03.platesmania.com/201230/inf/15951146fae5e5.png']",01 G 078 XA,BMW 5 Series,"['4th gen Sedan (E39), 1995–2003', 'Tashkent, UZ, 18.06.2020']"
4574,"['https://img03.platesmania.com/201229/m/15946659.jpg', 'https://img03.platesmania.com/201229/inf/1594665991e15b.png']",10 H 339 QA,Mitsubishi Lancer,"['5th gen, CB0/CD0, 1991-1995 (Wagon to 2000)', 'Tashkent, UZ, 15.06.2019']"
4575,"['https://img03.platesmania.com/201226/m/15929524.jpg', 'https://img03.platesmania.com/201226/inf/159295243b4e7a.png']",01 B 890 QA,UAZ 452,"['3909 Combi Van, 1996–', 'Tashkent, UZ, 8.05.2019 #VanCarsDay2  Trailer with the 1996 plate / Прицеп с номером стандарта 1996 года (067 G 10): [img=https://thumb.cloud.mail.ru/weblink/thumb/xw1/FJ9M/4jy7ni4RT  ]']"
4576,"['https://img03.platesmania.com/201225/m/15923860.jpg', 'https://img03.platesmania.com/201225/inf/15923860761f6e.png']",01 Q 459 FB,Mercedes-Benz E-Klasse,"['2nd gen Sedan (W210), 1995\xad–2002', 'Tashkent, UZ, 21.07.2020']"
4577,"['https://img03.platesmania.com/201217/m/15889595.jpg', 'https://img03.platesmania.com/201217/inf/158895955af310.png']",01 X 250 PA,Chevrolet Lacetti,"['Tashkent, UZ, 4.10.2019']"
4578,"['https://img03.platesmania.com/201216/m/15885218.jpg', 'https://img03.platesmania.com/201216/inf/15885218733121.png']",01 D 579 NA,Nissan Sunny,"['6th gen Sedan (N13; EU-market), 1986–1990', 'Tashkent, UZ, 10.06.2019']"
4579,"['https://img03.platesmania.com/201215/m/15880225.jpg', 'https://img03.platesmania.com/201215/inf/15880225cc354a.png']",01 Q 057 LA,GAZ 31029 Волга,"['Tashkent, UZ, 23.10.2019']"
4580,"['https://img03.platesmania.com/201214/m/15875681.jpg', 'https://img03.platesmania.com/201214/inf/1587568169573b.png']",01 Y 707 JA,Toyota Camry,"['Tashkent, UZ, 20.08.2019']"
